Jugador,market_value_pred
Jakub Kaminski,8895316.676567722
Noah Weißhaupt,32126709.094413705
Pascal Groß,24740793.347890545
Jacob Bruun Larsen,2451129.013301611
Derrick Kohn,5045647.196765548
Leonidas Stergiou,5120553.868055264
Philipp Treu,1356515.4587729536
Phillip Tietz,226530.47723376192
Ramon Hendriks,15725151.668901345
Phillip Tietz,25181885.21358925
Shuto Machino,29915162.34538385
Arthur Chaves,18533021.04150043
Yussuf Poulsen,6354788.805673142
Phillip Tietz,11641896.667081324
Moritz Nicolas,18607078.029508535
Mert Komur,7649349.926587294
Eric Smith,7864342.160475574
Moritz Jenz,7508292.284232246
Maximilian Arnold,21916726.7002256
Noah Weißhaupt,-16482023.933305971
Maximilian Arnold,-787039.8142227791
Andras Schafer,16485048.982247502
Philipp Treu,18745932.413380705
Shuto Machino,35009135.152611464
Noah Weißhaupt,-3538925.9612146933
Jakub Kaminski,14571649.686089825
Arthur Chaves,19398348.126228243
Bernardo,34052353.459156536
Marvin Pieringer,14598059.283542758
Marvin Pieringer,27464586.6326494
Marvin Pieringer,29662451.267547954
Marvin Pieringer,19781153.99053677
Bernardo,17141811.173881683
Marvin Pieringer,-5332583.416069239
Marvin Pieringer,29445031.809689682
Marvin Pieringer,6123004.386546042
Bernardo,10404268.886268219
Bernardo,37552076.520233154
Marvin Pieringer,-4832589.357045691
Bernardo,1702838.2123511676
Marvin Pieringer,12472805.405813074
Marvin Pieringer,10732231.61906475
Marvin Pieringer,24400691.48479986
Marvin Pieringer,34541824.98143501
Marvin Pieringer,26114927.50994748
Bernardo,18102452.751388405
Bernardo,8860693.545096382
Marvin Pieringer,16624837.781593066
Marvin Pieringer,6309265.801935222
Bernardo,22784018.92266037
Marvin Pieringer,15879570.252205893
Marvin Pieringer,6120394.036837892
Bernardo,18131695.023065224
Marvin Pieringer,23215181.130286112
Marvin Pieringer,8497889.551787023
Bernardo,46925179.796349905
Marvin Pieringer,17973919.3479461
Bernardo,16021343.139489243
Marvin Pieringer,25235969.671528675
Marvin Pieringer,51776291.06594832
Marvin Pieringer,21083095.641646195
Bernardo,12439384.964819193
Marvin Pieringer,14233493.686441418
Marvin Pieringer,41325069.45868485
Marvin Pieringer,14596760.696462903
Bernardo,20517925.172243513
Bernardo,13096162.277333908
Bernardo,24541633.764886558
Bernardo,13492557.991187539
Bernardo,29287678.00209696
Marvin Pieringer,-5873308.158999816
Bernardo,7967080.18585393
Marvin Pieringer,25435038.52105675
Bernardo,17382284.885309547
Bernardo,13600620.760070035
Marvin Pieringer,19811565.91711118
Bernardo,5304216.705732893
Marvin Pieringer,18401749.24879922
Marvin Pieringer,39166793.26344007
Jeremie Frimpong,4588961.948608711
Jeremie Frimpong,14379425.685729833
Alphonso Davies,43622005.73025113
Dayot Upamecano,31471083.257743705
Jamie Gittens,9112684.655716902
Alphonso Davies,8319353.196005527
Jamie Gittens,9649141.490875866
Piero Hincapie,23113998.35458389
Jamie Gittens,25739560.996252432
Lois Openda,55462753.2724459
Lois Openda,24620954.761027347
Jamie Gittens,9249177.382797834
Lois Openda,18090505.331453055
Lois Openda,7479554.259767876
Piero Hincapie,70200356.16310056
Lois Openda,5559773.281556154
Jamie Gittens,34980245.32823986
Lois Openda,14729641.293506255
Piero Hincapie,17765064.35132153
Lois Openda,31290986.665197916
Jamie Gittens,5790920.573108789
Jeremie Frimpong,16817372.523992117
Jeremie Frimpong,23542280.870021105
Dayot Upamecano,45119266.11285886
Piero Hincapie,12602356.719882641
Lois Openda,19503229.915497407
Lois Openda,28430326.324825644
Dayot Upamecano,26624537.832989514
Piero Hincapie,16710088.061116893
Jeremie Frimpong,29363706.73209919
Alphonso Davies,47925482.55403489
Piero Hincapie,36868650.028015986
Alphonso Davies,46007587.09716637
Piero Hincapie,417665.85956349224
Jeremie Frimpong,29751343.91343583
Jamie Gittens,30119693.773178563
Lois Openda,26890074.89888535
Dayot Upamecano,19111628.75548491
Lois Openda,21396013.167232
Piero Hincapie,-934115.3818394747
Lois Openda,42463461.26889742
Alphonso Davies,24389552.9602559
Jeremie Frimpong,43403241.29325236
Jeremie Frimpong,4653698.556597776
Jamie Gittens,29334429.23953399
Jamie Gittens,22533722.215598196
Piero Hincapie,22483820.874623924
Jeremie Frimpong,20347944.83466862
Dayot Upamecano,20472831.165963057
Piero Hincapie,32159656.651326105
Alphonso Davies,42144898.19639404
Jamie Gittens,14021384.711500533
Lois Openda,9236096.063074306
Piero Hincapie,16125049.572876245
Jeremie Frimpong,21000695.97176676
Alphonso Davies,41012156.68947358
Jamie Gittens,7625948.26399968
Alphonso Davies,34535319.169544116
Lois Openda,7629471.229852636
Lois Openda,31203852.50250165
Dayot Upamecano,30334490.125228282
Piero Hincapie,27039269.621369757
Dayot Upamecano,27281271.449501473
Lois Openda,19102478.0226091
Jeremie Frimpong,32155207.92512818
Jamie Gittens,7135691.022888929
Lois Openda,31093604.812581584
Lois Openda,17199809.051120676
Jamie Gittens,4848551.089481257
Dayot Upamecano,12240227.941395672
Jeremie Frimpong,28072934.237389117
Jamie Gittens,6029570.648668291
Jamie Gittens,15481611.914961755
Piero Hincapie,43063670.5766853
Jamie Gittens,6046075.588165971
Jeremie Frimpong,15121001.360087484
Jeremie Frimpong,14943796.13338285
Jeremie Frimpong,13145156.954502147
Jamie Gittens,22614379.31993429
Jeremie Frimpong,16535299.467896143
Piero Hincapie,6376386.337559374
Piero Hincapie,14562699.626670543
Lois Openda,31192363.95876287
Lois Openda,43091927.013179384
Piero Hincapie,24928517.70227997
Alphonso Davies,34868615.112281516
Jeremie Frimpong,23052868.873152964
Lois Openda,57327723.49475963
Piero Hincapie,33776645.00449582
Lois Openda,14140469.482897481
Jamie Gittens,45396023.42846184
Jamie Gittens,5453462.303664191
Piero Hincapie,39992592.5526844
Jeremie Frimpong,31005467.449265115
Lois Openda,43283499.07329167
Jamie Gittens,13476669.746372165
Lois Openda,42001014.53227503
Jeremie Frimpong,19899414.951389305
Jamie Gittens,22750857.039117306
Piero Hincapie,36226683.82768053
Jeremie Frimpong,11329896.013785161
Lois Openda,12593597.750601027
Alphonso Davies,32289356.84527509
Piero Hincapie,36218066.477303036
Lois Openda,31598918.915790852
Dayot Upamecano,38409094.54560138
Jamie Gittens,32486593.404110465
Jeremie Frimpong,32545559.38276337
Lois Openda,5414880.18428561
Dayot Upamecano,18167077.01408519
Piero Hincapie,31301194.18396451
Lois Openda,-5524781.90433676
Jamie Gittens,7321886.390141092
Jeremie Frimpong,17437156.09446401
Piero Hincapie,43023556.561577
Jeremie Frimpong,5117838.3049687445
Dayot Upamecano,41487497.673471466
Dayot Upamecano,13055234.23384371
Alphonso Davies,46801647.57447263
Dayot Upamecano,36008916.034036204
Dayot Upamecano,10336392.673721157
Jeremie Frimpong,13753153.894901365
Alphonso Davies,-2870220.621387597
Piero Hincapie,2199067.1873361636
Jeremie Frimpong,5764926.991148923
Jamie Gittens,46422204.17169087
Piero Hincapie,34932869.64932698
Piero Hincapie,21466764.944897413
Piero Hincapie,29938706.981227215
Jeremie Frimpong,24586845.5590486
Piero Hincapie,45113784.912530914
Jamie Gittens,57246306.975525476
Alphonso Davies,12218496.441651437
Jeremie Frimpong,39869078.727111265
Jeremie Frimpong,10284305.907938626
Jeremie Frimpong,11593083.503010858
Jeremie Frimpong,10286969.43558748
Jeremie Frimpong,14236966.295495884
Piero Hincapie,6484669.095943866
Piero Hincapie,16008682.370307326
Lois Openda,18992294.06112353
Piero Hincapie,52214685.34171619
Lois Openda,3347934.3200682085
Dayot Upamecano,9946668.821120616
Jamie Gittens,54651817.191906564
Piero Hincapie,56247238.497735254
Jeremie Frimpong,37306443.78188214
Jamie Gittens,39111876.70493867
Jamie Gittens,41716578.00166386
Jamie Gittens,32622826.70581777
Piero Hincapie,25819845.00898832
Jamie Gittens,20542514.91862382
Alphonso Davies,34407748.88597077
Alphonso Davies,39466024.24431532
Jamie Gittens,16389554.214517714
Alphonso Davies,23398806.12881848
Alphonso Davies,25257023.11584409
Jamie Gittens,50725917.107785694
Dayot Upamecano,55683141.9423699
Alphonso Davies,16964602.08657612
Lois Openda,20447437.200914085
Dayot Upamecano,12468172.516143583
Dayot Upamecano,23108167.536811218
Dayot Upamecano,15923814.557232978
Jeremie Frimpong,29778233.28655369
Lois Openda,26932349.208902624
Lois Openda,28576898.522845533
Alphonso Davies,51252110.98913901
Dayot Upamecano,32831109.98097561
Nicolas Hofler,18522596.759284418
Scott Banks,7783733.519319717
Abdoulie Ceesay,-6409467.455076268
Daniel Svensson,20160074.754700538
Abdoulie Ceesay,-233140.08026751876
Grant Ranos,258932.94128752127
Daniel Svensson,5729061.844434328
Stefan Schimmer,9664579.59435825
Thomas Keller,1074474.1463885289
Scott Banks,-2585203.299557958
Nicolas Hofler,3842464.60153318
Daniel Svensson,-749138.1286038943
Abdoulie Ceesay,4440914.582898169
Scott Banks,13644236.542436557
Scott Banks,3934414.1753755864
Nicolas Hofler,23999421.929180644
Nicolas Hofler,25713384.49110675
Nicolas Hofler,2228963.0040067937
Stefan Schimmer,33219908.73809608
Stefan Schimmer,13115988.343803475
Nicolas Hofler,9256117.002013873
Thomas Keller,14658311.235555178
Finley Stevens,-1615311.4258845951
Patrick Drewes,11031966.541526616
Scott Banks,9571508.154362697
Patrick Drewes,8604924.667761624
Frank Feller,12792227.539918885
Stefan Schimmer,3180820.977281075
Nicolas Hofler,9194071.199053835
Patrick Drewes,7829976.35153788
Patrick Drewes,7728184.272174379
Sven Ulreich,21889734.488352295
Erik Ahlstrand,2746067.075097995
Daniel Svensson,25638414.458682105
Scott Banks,2885177.954511839
Thomas Keller,4624217.618001921
Erik Ahlstrand,2819309.1634941846
Daniel Svensson,5872556.60788141
Patrick Drewes,9937009.372481398
Nicolas Hofler,6566656.519091823
Nicolas Hofler,23858113.14082948
Nicolas Hofler,5171863.685490783
Patrick Drewes,10108708.411954425
Scott Banks,5981693.032431267
Nicolas Hofler,933049.7661201768
Abdoulie Ceesay,1277456.0408646557
Frank Feller,16303228.24828004
Scott Banks,3049701.649556556
Daniel Svensson,1423054.834283067
Patrick Drewes,14372968.043306202
Patrick Drewes,10258336.43988985
Nicolas Hofler,4216839.774321552
Patrick Drewes,13961815.943209417
Nicolas Hofler,1467843.3060150025
Scott Banks,4598402.427989838
Nicolas Hofler,4704618.237048838
Abdoulie Ceesay,1766061.646169901
Patrick Drewes,7009575.5379262585
Daniel Svensson,15939010.67366848
Abdoulie Ceesay,-5859030.1804032605
Nicolas Hofler,12407747.610095289
Stefan Schimmer,3362376.222498877
Stefan Schimmer,13074688.117744124
Stefan Schimmer,8121245.672812037
Stefan Schimmer,2966744.4639315177
Nicolas Hofler,7280405.186459629
Daniel Svensson,18217365.796766862
Daniel Svensson,44120696.29936509
Nicolas Hofler,7417824.103245445
Patrick Drewes,10673943.206536397
Patrick Drewes,11099959.872152098
Erik Ahlstrand,-2509364.4822177775
Scott Banks,5206683.85865752
Nicolas Hofler,4288165.565497091
Nicolas Hofler,4948649.513365974
Thomas Keller,-336731.7182279788
Scott Banks,9889102.852926865
Patrick Drewes,12392270.632315692
Grant Ranos,3790213.8408568325
Daniel Svensson,12774582.7025757
Patrick Drewes,17708876.750424266
Patrick Drewes,11337027.00830265
Stefan Schimmer,4440038.175775957
Thomas Keller,12007398.330575598
Patrick Drewes,14356845.953043478
Scott Banks,2017192.836989781
Patrick Drewes,4949346.867419492
Abdoulie Ceesay,2225516.4822584726
Daniel Svensson,31887557.43566803
Erik Ahlstrand,414182.1917947773
Patrick Drewes,16820598.425946258
Thomas Keller,4905295.182192378
Patrick Drewes,6834478.080046283
Stefan Schimmer,1109193.6511277258
Stefan Schimmer,3167703.224565096
Patrick Drewes,6766995.715018019
Stefan Schimmer,9267445.679555949
Nicolas Hofler,6908129.010919324
Stefan Schimmer,1779094.062181959
Patrick Drewes,9889450.390182314
Daniel Svensson,20000732.810370877
Erik Ahlstrand,-2166188.964013947
Aleksandar Pavlovic,27473873.26923061
Aleksandar Pavlovic,13850656.841376927
Aleksandar Pavlovic,29963800.91400059
Aleksandar Pavlovic,23374518.87957882
Aleksandar Pavlovic,41363990.75729827
Aleksandar Pavlovic,46172240.49344971
Aleksandar Pavlovic,26821203.098463617
Aleksandar Pavlovic,30824053.3437398
Aleksandar Pavlovic,10564547.177644469
Aleksandar Pavlovic,17992653.804486517
Aleksandar Pavlovic,53196445.89939993
Aleksandar Pavlovic,69261181.9052608
Aleksandar Pavlovic,22052157.433314238
Aleksandar Pavlovic,34961948.60595855
Aleksandar Pavlovic,4957829.367013556
Aleksandar Pavlovic,30146330.971062656
Aleksandar Pavlovic,29218457.304242194
Aleksandar Pavlovic,13677799.500442807
Aleksandar Pavlovic,48934868.01124373
Aleksandar Pavlovic,40102230.65935846
Aleksandar Pavlovic,44451845.913013816
Umut Tohumcu,7904456.088107891
Vincenzo Grifo,20608569.399569545
Andreas HancheOlsen,1284488.2144183572
Andreas HancheOlsen,652906.325694507
Jordy Makengo,-13447082.086351305
Andreas HancheOlsen,4242690.099287184
Kilian Fischer,7866173.725337489
Umut Tohumcu,13750104.168558026
Fabian Rieder,2323150.4960410325
Fabian Rieder,6079841.956797241
Kilian Fischer,13427160.164787337
Julian Weigl,11734051.56214095
Luca Netz,6090364.308789364
Andreas HancheOlsen,25460436.12448919
Vincenzo Grifo,25639899.47142499
Fabian Rieder,3033159.974470891
Luca Netz,5140904.2081066845
Keven Schlotterbeck,21385386.998537656
Kilian Fischer,14372525.829564622
Luca Netz,4869604.069202222
Fabian Rieder,-1171531.0425052252
Kilian Fischer,3427453.449491605
Luca Netz,15965838.037478516
Luca Netz,6617666.254151773
Umut Tohumcu,2125135.741434127
Kilian Fischer,12320571.30970751
Julian Weigl,18821065.428170748
Jordy Makengo,2410670.4783181306
Vincenzo Grifo,29380089.832412567
Umut Tohumcu,10717524.710086744
Andreas HancheOlsen,-2051348.9775171243
Vincenzo Grifo,24422579.361437865
Kilian Fischer,6250499.530999715
Fabian Rieder,-995437.7186266407
Sebastiaan Bornauw,7514699.645585512
Jordy Makengo,-9811779.217272017
Andreas HancheOlsen,17636665.48752237
Andreas HancheOlsen,7741664.528156845
Noahkai Banks,26248904.555673372
Sebastiaan Bornauw,17833048.169235535
Keven Schlotterbeck,10149574.581286177
Kilian Fischer,10454985.101147238
Sebastiaan Bornauw,4619792.481863028
Keven Schlotterbeck,12027252.989056539
Keven Schlotterbeck,17471953.92644564
Fabian Rieder,-1048907.8233439047
Fabian Rieder,4368306.624898241
Vincenzo Grifo,15941080.648759883
Jordy Makengo,-5852155.979827408
Vincenzo Grifo,20320110.299553767
Jordy Makengo,-3635002.3129009455
Vincenzo Grifo,15036317.777916115
Kilian Fischer,7240323.692828164
Julian Weigl,27428193.4303333
Jordy Makengo,-2812839.9029959776
Fabian Rieder,15445397.092754219
Julian Weigl,18165355.490676604
Jordy Makengo,11327241.663981687
Keven Schlotterbeck,3608815.2629087465
Andreas HancheOlsen,-2901053.3153700344
Junior Dina Ebimbe,49313202.093822844
Sebastiaan Bornauw,29554002.82325275
Julian Weigl,15417351.96231398
Vincenzo Grifo,26360672.86620833
Julian Weigl,27783344.969247114
Andreas HancheOlsen,4061294.7829087023
Luca Netz,22310186.37282158
Luca Netz,5979159.023648087
Julian Weigl,3052897.228282314
Julian Weigl,34005221.76823111
Kilian Fischer,11031900.049590053
Kilian Fischer,5725934.745913379
Umut Tohumcu,6496338.365901313
Vincenzo Grifo,22352910.893318266
Kilian Fischer,-2744040.9110956863
Noahkai Banks,20259628.48686133
Fabian Rieder,20817940.811287407
Keven Schlotterbeck,13322031.93611385
Kilian Fischer,9664186.349882176
Vincenzo Grifo,23960271.019977096
Andreas HancheOlsen,23768017.603739187
Vincenzo Grifo,9450434.284627322
Keven Schlotterbeck,14799656.091002742
Kilian Fischer,1537919.289860987
Julian Weigl,15566235.996247923
Luca Netz,5838658.555595718
Julian Weigl,12448407.129463382
Kilian Fischer,-5133880.645559439
Andreas HancheOlsen,-31452.229589994997
Fabian Rieder,3192990.8565203296
Keven Schlotterbeck,22960716.261023007
Andreas HancheOlsen,-2508503.178964909
Noahkai Banks,7921698.328610245
Keven Schlotterbeck,-8727000.58231416
Junior Dina Ebimbe,7691502.7014271505
Vincenzo Grifo,57705692.18691044
Fabian Rieder,2638042.394773824
Julian Weigl,31581444.89973485
Luca Netz,4945286.835592442
Fabian Rieder,-5555250.174575187
Kilian Fischer,20301257.264541
Julian Weigl,20627502.561198037
Julian Weigl,35606854.041370995
Keven Schlotterbeck,785943.5633515716
Fabian Rieder,3033704.90074634
Luca Jaquez,17688649.817246094
Luca Netz,-4247975.671655199
Andreas HancheOlsen,14954941.398235224
Sebastiaan Bornauw,5893264.186545343
Julian Weigl,28992608.770415653
Sebastiaan Bornauw,5545888.846063756
Luca Jaquez,3685897.0584472185
Vincenzo Grifo,30412242.466578737
Fabian Rieder,15169029.984900905
Umut Tohumcu,4771707.954137083
Julian Weigl,24086509.936120704
Jordy Makengo,5067761.324431511
Fabian Rieder,23320118.065888613
Vincenzo Grifo,13507850.928130237
Vincenzo Grifo,11187162.776294004
Fabian Rieder,6786568.8352140505
Fabian Rieder,434054.399151884
Jordy Makengo,-5142729.240461471
Jordy Makengo,14465291.793501625
Julian Weigl,-5555289.484532278
Luca Netz,7426185.522453619
Vincenzo Grifo,30052094.857176214
Jordy Makengo,-8428055.839434616
Umut Tohumcu,-3388709.038271539
Julian Weigl,22949803.542644225
Umut Tohumcu,1967197.871858308
Keven Schlotterbeck,14846783.562187161
Luca Netz,23380126.2273027
Umut Tohumcu,20172300.91964504
Jordy Makengo,-3152260.4893153496
Luca Netz,25670226.975183174
Julian Weigl,14545249.324121144
Julian Weigl,42307341.64367535
Vincenzo Grifo,10058557.528620105
Noahkai Banks,3645557.4418450817
Vincenzo Grifo,16117678.124274371
Sebastiaan Bornauw,5256179.799217181
Vincenzo Grifo,16315448.512872199
Umut Tohumcu,3760505.000636937
Andreas HancheOlsen,3367577.349739491
Julian Weigl,24673608.125597283
Jordy Makengo,471870.13112971
Keven Schlotterbeck,25392754.426074155
Luca Netz,4117048.8152195485
Julian Weigl,25078363.80224099
Kilian Fischer,15811036.048181038
Fabian Rieder,2943832.8130002506
Kilian Fischer,9751082.656620236
Noahkai Banks,2747895.422426967
Vincenzo Grifo,48321448.00670353
Luca Jaquez,6448398.449232844
Julian Weigl,19967391.047834754
Julian Weigl,18794153.36091203
Luca Netz,5542072.074320534
Keven Schlotterbeck,16753017.786929876
Umut Tohumcu,4734706.195551015
Kilian Fischer,31129862.10393736
Andreas HancheOlsen,6209935.085593034
Julian Weigl,18048862.645816777
Noahkai Banks,16009082.28844006
Junior Dina Ebimbe,16007916.50486069
Luca Netz,10007061.620185426
Vincenzo Grifo,-9798354.342460953
Umut Tohumcu,-798198.3544692788
Vincenzo Grifo,35844077.647214144
Vincenzo Grifo,36522543.433860004
Andreas HancheOlsen,2961112.9626615644
Sebastiaan Bornauw,20508290.223181058
Kilian Fischer,28882535.993858106
Luca Jaquez,-4581832.891269155
Andreas HancheOlsen,14280685.106792787
Kilian Fischer,15591771.213375747
Kilian Fischer,13017658.590459771
Julian Weigl,26313403.414924413
Vincenzo Grifo,40839837.01986519
Sebastiaan Bornauw,813484.5461258497
Luca Netz,22673684.868393216
Luca Jaquez,22065704.718586225
Luca Netz,8740688.41272166
Vincenzo Grifo,27066048.32447819
Kilian Fischer,22663707.643864367
Sebastiaan Bornauw,13136373.507436983
Fabian Rieder,-7646488.987190865
Sebastiaan Bornauw,1183532.7585865986
Kilian Fischer,-1974366.9011464566
Kilian Fischer,5249479.725802623
Vincenzo Grifo,9584594.92218814
Kilian Fischer,6756909.254336996
Keven Schlotterbeck,607590.2038353868
Kilian Fischer,10128478.101009542
Vincenzo Grifo,3337413.7564785704
Luca Netz,5063543.493226212
Julian Weigl,18282458.10262303
Vincenzo Grifo,15355383.373687517
Noahkai Banks,6438815.541335622
Junior Dina Ebimbe,-6576627.280348754
Sebastiaan Bornauw,12995705.289606754
Kilian Fischer,23855468.120849054
Julian Weigl,14247339.989926998
Andreas HancheOlsen,-315684.36752871424
Sebastiaan Bornauw,19371203.213673726
Sebastiaan Bornauw,4567088.665786763
Fabian Rieder,-3252816.6958425436
Luca Netz,15925266.564305479
Julian Weigl,24494390.933680892
Vincenzo Grifo,23132998.953762814
Sebastiaan Bornauw,5092131.288173748
Jordy Makengo,8582735.968758507
Julian Weigl,21032416.229209412
Andreas HancheOlsen,-1196148.9923773333
Luca Netz,-2617787.815755876
Julian Weigl,10959337.2817978
Kilian Fischer,-3307783.2280243486
Vincenzo Grifo,36362056.52900317
Vincenzo Grifo,4328640.057824874
Vincenzo Grifo,22706313.380538814
Luca Netz,7986440.032540584
Kilian Fischer,3624447.127618037
Junior Dina Ebimbe,2647277.3886438143
Jordy Makengo,-5613558.440025877
Julian Weigl,36375042.785014875
Luca Netz,1726490.3197035976
Kilian Fischer,-4893330.1276844125
Keven Schlotterbeck,10808615.088314297
Julian Weigl,16839846.520132944
Jordy Makengo,160679.0650493279
Luca Netz,7073468.354681597
Andreas HancheOlsen,-4866241.624671362
Jordy Makengo,-2498056.642954221
Andreas HancheOlsen,25927452.188199587
Fabian Rieder,10951261.621940622
Keven Schlotterbeck,38271049.63571447
Kilian Fischer,3562287.8496979084
Julian Weigl,23614150.64656654
Junior Dina Ebimbe,-2520143.5440762136
Noahkai Banks,6689280.197933033
Kilian Fischer,1816499.9711032836
Keven Schlotterbeck,8582127.626366977
Keven Schlotterbeck,32343962.697232697
Jordy Makengo,1629528.767707767
Vincenzo Grifo,40993686.311745524
Andreas HancheOlsen,16464524.983972356
Vincenzo Grifo,9367863.263326168
Jordy Makengo,4572551.52571302
Junior Dina Ebimbe,22354667.903460313
Kristijan Jakic,20803970.602825496
Kristijan Jakic,13118891.553696115
Kristijan Jakic,7869139.612558967
Kristijan Jakic,21987319.421475455
Kristijan Jakic,1926989.97408019
Kristijan Jakic,6591238.223838201
Kristijan Jakic,6624341.905062055
Kristijan Jakic,17609230.874991328
Kristijan Jakic,-781322.5860312022
Kristijan Jakic,-5435973.534205588
Kristijan Jakic,12196106.819616172
Kristijan Jakic,9411861.188400935
Kristijan Jakic,11513367.633424202
Kristijan Jakic,8877578.95913232
Kristijan Jakic,13080404.990955196
Kristijan Jakic,19067887.46623127
Kristijan Jakic,-5121394.283481218
Kristijan Jakic,5856844.229041441
Kristijan Jakic,1519392.5245895851
Kristijan Jakic,2225019.8458380643
Kristijan Jakic,8679805.2154283
Kristijan Jakic,7750350.1338475635
Kristijan Jakic,-933173.1767498981
Kristijan Jakic,3083727.4396931008
Kristijan Jakic,14509518.087324273
Kristijan Jakic,8393032.992803024
Kristijan Jakic,-2336921.1779550053
Kristijan Jakic,10362147.923963025
Kristijan Jakic,17957553.980076663
Kristijan Jakic,5361633.119562778
Kristijan Jakic,-8163881.820024654
Christopher Trimmel,3476318.8599631423
Adam Dzwigała,19037823.071290046
Christopher Trimmel,4089143.811226519
Christopher Trimmel,4281768.850770968
Adam Dzwigała,-530989.0223608576
Adam Dzwigała,-4701005.821012605
Christopher Trimmel,2804709.781688044
Adam Dzwigała,10610930.63714645
Adam Dzwigała,7223942.289756807
Adam Dzwigała,-728884.5792626813
Christopher Trimmel,8945724.40014147
Adam Dzwigała,11821153.312088942
Christopher Trimmel,9924813.985114755
Adam Dzwigała,861512.6402279269
Adam Dzwigała,1309010.703919191
Christopher Trimmel,8523261.379362494
Adam Dzwigała,7213123.271218739
Christopher Trimmel,3081394.865697232
Christopher Trimmel,11323077.160669517
Christopher Trimmel,2791189.5646021394
Christopher Trimmel,478969.1064738054
Christopher Trimmel,6037574.90630547
Christopher Trimmel,-2156887.9423818905
Christopher Trimmel,21340239.387019
Adam Dzwigała,-2771614.761873681
Christopher Trimmel,-16081140.111338902
Adam Dzwigała,6467090.759837598
Christopher Trimmel,8007927.782089981
Christopher Trimmel,2528261.1357027777
Adam Dzwigała,10799329.656433985
Christopher Trimmel,3468090.540724326
Christopher Trimmel,6465481.873197874
Adam Dzwigała,9212553.03269871
Christopher Trimmel,23621492.429275736
Adam Dzwigała,5866374.512291043
Adam Dzwigała,2894260.0469931746
Christopher Trimmel,7714694.017945312
Christopher Trimmel,17809609.087929152
Christopher Trimmel,18042039.68288788
Christopher Trimmel,2916594.1771683795
Christopher Trimmel,-311749.3074186463
Christopher Trimmel,-2092713.519797828
Emre Can,26599223.097522892
JanNiklas Beste,-271709.38701619394
Emre Can,53128126.76996541
Denis Vavro,15374937.809775218
Myron Boadu,11450039.017914595
Frank Onyeka,16144993.860960346
Ramy Bensebaini,4789722.533200767
Matthias Ginter,31683941.356351238
Justin Njinmah,13574139.705047822
Frank Onyeka,-1583203.7483560052
Ramy Bensebaini,16517114.171728628
Arthur,16830047.51408224
Emre Can,6046515.350723271
Cedric Zesiger,25633604.406712443
Aljoscha Kemlein,4157940.4896414876
Justin Njinmah,2676415.2595311645
Matthias Ginter,-2941637.078668367
Matthias Ginter,29644475.35346938
Denis Vavro,13822320.352834856
Denis Vavro,15809554.625113605
Matthias Ginter,19638345.09703557
Denis Vavro,20367756.194214094
Matthias Ginter,11802603.70551962
Cedric Zesiger,6996573.267077949
Myron Boadu,15251791.963494757
Emre Can,28248019.11876452
Frank Onyeka,8131017.691841029
Ramy Bensebaini,26333508.906034157
Arthur,4508881.192962375
Justin Njinmah,7416612.672435971
Emre Can,35121927.09444229
JanNiklas Beste,7137913.573644781
Mario Hermoso,-3020643.2182241753
Emre Can,19669800.194933496
JanNiklas Beste,16502584.537215658
Aster Vranckx,-1088404.7313831877
Justin Njinmah,973622.9036409091
Frank Onyeka,17506566.819476847
Cedric Zesiger,4733264.846050467
Denis Vavro,2024227.1377243716
Frank Onyeka,9885476.600454552
Frank Onyeka,1978093.6994007975
Valentin Gendrey,-626776.46321504
Ramy Bensebaini,2889578.12718994
Ramy Bensebaini,28333982.460290775
Ruben Vargas,-200604.19583585486
Frank Onyeka,-3238253.7021216657
Aster Vranckx,-8734904.858712815
Denis Vavro,17216276.58577413
Frank Onyeka,18250083.498580318
Max Moerstedt,8210241.976364944
Ramy Bensebaini,15886227.973533694
Emre Can,19035204.849489808
Arthur,18917180.041313443
Denis Vavro,13366779.6560264
Aster Vranckx,8528878.185257478
Arthur,19159980.973063536
Max Moerstedt,14326186.0425714
Justin Njinmah,15177223.332687631
Frank Onyeka,15942255.73016053
Denis Vavro,6283123.704280941
Denis Vavro,19353769.596297648
Myron Boadu,36931998.79384248
Ramy Bensebaini,6603960.294569818
Aljoscha Kemlein,24142473.654998735
Justin Njinmah,13830014.685992489
Aster Vranckx,2302873.3032568824
Emre Can,6916223.860544562
Justin Njinmah,20419735.691025823
Ramy Bensebaini,31940419.927436523
Cedric Zesiger,22657426.921607133
Aljoscha Kemlein,4326545.187701259
Cedric Zesiger,1165166.2803992964
Ramy Bensebaini,7209874.504337997
Ramy Bensebaini,30598471.25268161
Emre Can,40561486.595188886
Cedric Zesiger,12776757.308992751
Ramy Bensebaini,18657780.490628973
Emre Can,11999831.116762506
Assan Ouedraogo,10679320.114406483
Emre Can,32712793.141685016
Myron Boadu,5522818.7476070775
Matthias Ginter,20400839.29637982
Emre Can,2160194.008954117
Justin Njinmah,16803841.236955047
Frank Onyeka,22089301.43163483
Denis Vavro,5874052.427016682
Ramy Bensebaini,14671476.84614798
Aljoscha Kemlein,4388507.7922094315
Aljoscha Kemlein,6897286.894957735
Max Moerstedt,12805765.286694292
Myron Boadu,7925895.161775602
Emre Can,13733094.705691516
Ramy Bensebaini,30715590.96385393
Aljoscha Kemlein,11008021.04269569
Aljoscha Kemlein,11088457.29051727
JanNiklas Beste,11121464.68921475
